name,avg_price,car_info
Hummer H2 2006 г.,10 323 529 ₸,"Город
Алматы
Поколение
2002 - 2009 1 поколение
Кузов
внедорожник
Объем двигателя, л
6 (бензин)
Пробег
142 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Hummer H2 2002 г.,4 392 857 ₸,"Город
Алматы
Поколение
2002 - 2009 1 поколение
Кузов
внедорожник
Объем двигателя, л
6 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hummer H2 2005 г.,10 382 512 ₸,"Город
Алматы
Поколение
2002 - 2009 1 поколение
Кузов
внедорожник
Объем двигателя, л
6 (бензин)
Пробег
190 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Hummer H3 2006 г.,9 133 999 ₸,"Город
Алматы
Поколение
2005 - 2010 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Hummer H3 2006 г.,9 133 999 ₸,"Город
Астана
Поколение
2005 - 2010 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.5 (бензин)
Пробег
120 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Hummer H2 2008 г.,14 500 000 ₸,"Город
Актобе
Поколение
2002 - 2009 1 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Hummer H3 2007 г.,5 000 000 ₸,"Город
Усть-Каменогорск
Поколение
2005 - 2010 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.7 (бензин)
Пробег
192 960 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Нет"
Hummer H2 2007 г.,8 362 500 ₸,"Город
Алматы
Поколение
2002 - 2009 1 поколение
Кузов
внедорожник
Объем двигателя, л
6 (бензин)
Пробег
100 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hummer H2 2006 г.,10 323 529 ₸,"Город
Алматы
Поколение
2002 - 2009 1 поколение
Кузов
внедорожник
Объем двигателя, л
6 (бензин)
Пробег
142 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Hummer H2 2004 г.,9 251 389 ₸,"Город
Актобе
Поколение
2002 - 2009 1 поколение
Кузов
внедорожник
Объем двигателя, л
6 (бензин)
Пробег
144 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Hummer H3 2005 г.,8 313 461 ₸,"Город
Усть-Каменогорск
Поколение
2005 - 2010 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.5 (бензин)
Пробег
110 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Hummer H2 2003 г.,9 723 880 ₸,"Город
Атырау
Поколение
2002 - 2009 1 поколение
Кузов
внедорожник
Объем двигателя, л
6 (бензин)
Пробег
290 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hyundai Creta 2022 г.,12 970 230 ₸,"Город
Алматы
Поколение
2021 - н.в. 2 поколение (SU2)
Кузов
кроссовер
Объем двигателя, л
1.6 (бензин)
Пробег
25 909 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Hyundai Elantra 2022 г.,13 748 964 ₸,"Город
Караганда
Поколение
2020 - н.в. 7 поколение (CN7)
Кузов
седан
Объем двигателя, л
2 (бензин)
Пробег
14 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Hyundai Accent 2015 г.,6 220 938 ₸,"Город
Алматы
Поколение
2010 - 2017 4 поколение (RB/RC)
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
107 074 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hyundai Tucson 2022 г.,18 441 344 ₸,"Город
Алматы
Поколение
2020 - н.в. 4 поколение (NX4)
Кузов
кроссовер
Объем двигателя, л
2.5 (бензин)
Пробег
11 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Hyundai Elantra 2012 г.,6 252 535 ₸,"Город
Алматы
Поколение
2010 - 2016 5 поколение (MD/UD)
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
174 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Да"
Hyundai Tucson 2020 г.,14 339 243 ₸,"Город
Астана
Поколение
2018 - 2021 3 поколение рестайлинг (TL/TLE)
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Пробег
27 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серебристый
Растаможен в Казахстане
Да"
Hyundai Sonata 2022 г.,16 894 006 ₸,"Город
Шымкент
Поколение
2019 - н.в. 8 поколение (DN8)
Кузов
седан
Объем двигателя, л
2.5 (бензин)
Пробег
6 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Hyundai Accent 2015 г.,2 600 000 ₸,"Город
Актау
Поколение
2010 - 2017 4 поколение (RB/RC)
Кузов
хэтчбек
Объем двигателя, л
1.6 (бензин)
Пробег
300 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Нет"
Hyundai Starex 2014 г.,9 800 000 ₸,"Город
Алматы
Поколение
2013 - 2017 2 поколение рестайлинг
Кузов
минивэн
Объем двигателя, л
2.5 (дизель)
Пробег
290 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hyundai Tucson 2020 г.,13 591 066 ₸,"Город
Караганда
Поколение
2018 - 2021 3 поколение рестайлинг (TL/TLE)
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Пробег
35 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hyundai Solaris 2015 г.,5 183 158 ₸,"Город
Уральск
Поколение
2014 - 2017 4 поколение рестайлинг (RB/RC)
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
148 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hyundai Elantra 2019 г.,9 516 404 ₸,"Город
Шымкент
Поколение
2019 - 2020 6 поколение рестайлинг (AD/ADA)
Кузов
седан
Объем двигателя, л
2 (бензин)
Пробег
90 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hyundai Tucson 2021 г.,18 642 515 ₸,"Город
Алматы
Поколение
2020 - н.в. 4 поколение (NX4)
Кузов
кроссовер
Объем двигателя, л
2.5 (бензин)
Пробег
12 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hyundai Sonata 2023 г.,16 875 095 ₸,"Город
Атырау
Поколение
2019 - н.в. 8 поколение (DN8)
Кузов
седан
Объем двигателя, л
2.5 (бензин)
Пробег
4 900 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Да"
Hyundai Tucson 2023 г.,18 706 621 ₸,"Город
Астана
Поколение
2020 - н.в. 4 поколение (NX4)
Кузов
кроссовер
Объем двигателя, л
2.5 (бензин)
Пробег
15 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
зеленый
Растаможен в Казахстане
Да"
Hyundai Palisade 2023 г.,36 683 488 ₸,"Город
Алматы
Поколение
2018 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
3.8 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Hyundai Tucson 2017 г.,11 891 185 ₸,"Город
Алматы
Поколение
2015 - 2019 3 поколение (TL/TLE)
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Hyundai Palisade 2023 г.,36 683 488 ₸,"Город
Шымкент
Поколение
2018 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
3.8 (бензин)
Пробег
3 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Hyundai Elantra 2015 г.,7 275 255 ₸,"Город
Атырау
Поколение
2013 - 2016 5 поколение рестайлинг (MD/UD)
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
169 500 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Hyundai Starex 2002 г.,2 934 653 ₸,"Город
Шымкент
Поколение
1997 - 2003 1 поколение
Кузов
минивэн
Объем двигателя, л
2.5 (дизель)
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Infiniti QX80 2019 г.,35 204 229 ₸,"Город
Алматы
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Пробег
38 500 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Infiniti FX35 2009 г.,7 500 000 ₸,"Город
Костанай
Поколение
2008 - 2012 2 поколение
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Нет"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Алматы
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Пробег
15 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Актобе
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Актау
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Infiniti QX80 Luxe 2022 г.,53 990 000 ₸,"Город
Павлодар
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
Infiniti QX80 Luxe 2022 г.,53 990 000 ₸,"Город
Караганда
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Алматы
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Шымкент
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Infiniti QX80 Luxe 2022 г.,53 990 000 ₸,"Город
Астана
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Астана
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Атырау
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Infiniti QX80 Luxe 2022 г.,53 990 000 ₸,"Город
Алматы
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Пробег
14 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Караганда
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Infiniti QX80 Luxe 2022 г.,53 990 000 ₸,"Город
Шымкент
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Infiniti QX80 Luxe 2022 г.,53 990 000 ₸,"Город
Актау
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Пробег
25 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Тараз
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Infiniti QX60 2022 г.,41 860 000 ₸,"Город
Кызылорда
Поколение
2016 - 2021 L50 рестайлинг
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Infiniti QX80 Luxe 2022 г.,53 990 000 ₸,"Город
Кызылорда
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Infiniti QX80 Luxe 2022 г.,53 990 000 ₸,"Город
Костанай
Поколение
2017 - н.в. Z62 [2-й рестайлинг]
Кузов
внедорожник
Объем двигателя, л
5.6 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Isuzu Trooper 2002 г.,5 000 000 ₸,"Город
Алматы
Поколение
1991 - 2003 2 поколение (UB)
Кузов
внедорожник
Объем двигателя, л
3 (дизель)
Пробег
146 280 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Isuzu Trooper 1988 г.,1 550 000 ₸,"Город
Талдыкорган
Поколение
1981 - 1991 1 поколение (UBS)
Кузов
внедорожник
Объем двигателя, л
2.2 (дизель)
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Isuzu Trooper 2002 г.,3 900 000 ₸,"Город
Алматы
Поколение
1991 - 2003 2 поколение (UB)
Кузов
внедорожник
Объем двигателя, л
3 (дизель)
Коробка передач
механика
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Isuzu Trooper 1999 г.,5 000 000 ₸,"Город
Алматы
Поколение
1991 - 2003 2 поколение (UB)
Кузов
внедорожник
Объем двигателя, л
3.1 (дизель)
Пробег
330 000 км
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
зеленый металлик
Растаможен в Казахстане
Да"
Isuzu D-Max 2006 г.,2 600 000 ₸,"Город
Алматы
Поколение
2002 - 2008 1 поколение (TFR/TFS)
Кузов
пикап
Объем двигателя, л
3.1 (дизель)
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
зеленый металлик
Растаможен в Казахстане
Да"
Isuzu D-Max 2023 г.,14 000 000 ₸,"Наличие 
На заказ
Город
Алматы
Поколение
2019 - н.в. 2 поколение рестайлинг (TFR/TFS)
Кузов
пикап
Объем двигателя, л
1.9 (дизель)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
оранжевый
Растаможен в Казахстане
Нет"
Isuzu Bighorn 1997 г.,2 500 000 ₸,"Город
Алматы
Поколение
1987 - 2002 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.1 (дизель)
Пробег
421 000 км
Коробка передач
автомат
Привод
полный привод
Руль
справа
Цвет
зеленый
Растаможен в Казахстане
Да"
Isuzu Axiom 2003 г.,4 200 000 ₸,"Город
Караганда
Поколение
2001 - 2004 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.5 (бензин)
Пробег
202 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
голубой металлик
Растаможен в Казахстане
Да"
Isuzu Trooper 2001 г.,6 300 000 ₸,"Город
Алматы
Поколение
1991 - 2003 2 поколение (UB)
Кузов
внедорожник
Объем двигателя, л
3.5 (бензин)
Пробег
321 600 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
золотистый
Растаможен в Казахстане
Да"
Isuzu Trooper 1999 г.,5 500 000 ₸,"Город
Павлодар
Поколение
1991 - 2003 2 поколение (UB)
Кузов
внедорожник
Объем двигателя, л
3.5 (бензин)
Пробег
134 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Isuzu D-Max 2010 г.,6 000 000 ₸,"Город
Туркестан
Поколение
2008 - 2012 1 поколение рестайлинг (TFR/TFS)
Кузов
пикап
Объем двигателя, л
3 (дизель)
Пробег
284 000 км
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Isuzu Bighorn 1998 г.,3 428 571 ₸,"Город
Алматы
Поколение
1987 - 2002 1 поколение
Кузов
внедорожник
Объем двигателя, л
3 (дизель)
Коробка передач
автомат
Привод
полный привод
Руль
справа
Цвет
синий
Растаможен в Казахстане
Да"
Isuzu Rodeo 1995 г.,500 000 ₸,"Город
Астана
Поколение
1989 - 1998 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.2 (бензин)
Пробег
360 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да
VIN
WAUZZZ4A*WT****32"
Isuzu Bighorn 1997 г.,111 112 ₸,"Город
Астана
Поколение
1987 - 2002 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.2 (бензин)
Пробег
356 000 км
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Нет
VIN
WAUZZZ4A*WT****32"
Isuzu Bighorn 1992 г.,2 000 000 ₸,"Город
Алматы
Поколение
1987 - 2002 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.1 (дизель)
Коробка передач
механика
Привод
полный привод
Руль
справа
Цвет
синий металлик
Растаможен в Казахстане
Да"
Isuzu D-Max 2018 г.,13 000 000 ₸,"Город
Атырау
Поколение
2012 - 2019 2 поколение (TFR/TFS)
Кузов
пикап
Объем двигателя, л
2.5 (дизель)
Пробег
106 000 км
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да
VIN
MPATFS86*JT****79"
Isuzu D-Max 2018 г.,12 000 000 ₸,"Город
Костанай
Поколение
2012 - 2019 2 поколение (TFR/TFS)
Кузов
пикап
Объем двигателя, л
2.5 (дизель)
Пробег
88 000 км
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Isuzu Trooper 1993 г.,2 800 000 ₸,"Город
Алматы
Поколение
1991 - 2003 2 поколение (UB)
Кузов
внедорожник
Объем двигателя, л
3.1 (дизель)
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
зеленый металлик
Растаможен в Казахстане
Да"
Isuzu PickUp 1998 г.,2 300 000 ₸,"Город
Уральск
Поколение
1988 - 2008 1 поколение
Кузов
пикап
Объем двигателя, л
2.5 (дизель)
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Isuzu Axiom 2002 г.,4 100 000 ₸,"Город
Актобе
Поколение
2001 - 2004 1 поколение
Кузов
внедорожник
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
JAC S3 2019 г.,6 578 936 ₸,"Город
Алматы
Поколение
2014 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.6 (бензин)
Пробег
66 000 км
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC S3 Luxury 2022 г.,7 990 000 ₸,"Город
Караганда
Поколение
2014 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.6 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC J7 2021 г.,9 091 770 ₸,"Город
Караганда
Поколение
2020 - н.в. 1 поколение
Кузов
лифтбек
Объем двигателя, л
1.5 (бензин)
Пробег
34 000 км
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
красный металлик
Растаможен в Казахстане
Да"
JAC J7 2023 г.,9 490 000 ₸,"Город
Астана
Поколение
2020 - н.в. 1 поколение
Кузов
лифтбек
Объем двигателя, л
1.5 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
красный
Растаможен в Казахстане
Да"
JAC J7 2022 г.,8 534 137 ₸,"Город
Костанай
Поколение
2020 - н.в. 1 поколение
Кузов
лифтбек
Объем двигателя, л
1.5 (бензин)
Пробег
14 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
JAC S3 Intelligent 2022 г.,8 790 000 ₸,"Город
Караганда
Поколение
2014 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.6 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC JS6 2023 г.,13 990 000 ₸,"Город
Кокшетау
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC JS4 Luxury CVT 2023 г.,10 990 000 ₸,"Город
Караганда
Поколение
2018 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC T6 Basic 2023 г.,15 090 000 ₸,"Город
Уральск
Поколение
2015 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Коробка передач
механика
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
JAC S3 Intelligent 2022 г.,8 790 000 ₸,"Город
Кокшетау
Поколение
2014 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.6 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC S5 2022 г.,9 990 000 ₸,"Город
Астана
Поколение
2013 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
JAC T6 2021 г.,12 200 000 ₸,"Город
Костанай
Поколение
2015 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
35 000 км
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
JAC S3 2017 г.,5 342 857 ₸,"Город
Уральск
Поколение
2014 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Пробег
65 000 км
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
JAC JS4 2023 г.,10 990 000 ₸,"Город
Астана
Поколение
2018 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
JAC J7 2022 г.,9 941 485 ₸,"Город
Алматы
Поколение
2020 - н.в. 1 поколение
Кузов
лифтбек
Объем двигателя, л
1.5 (бензин)
Пробег
13 000 км
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
JAC J7 Cоmfоrt 2023 г.,8 390 000 ₸,"Город
Уральск
Поколение
2020 - н.в. 1 поколение
Кузов
лифтбек
Объем двигателя, л
1.5 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC JS4 Comfort 2022 г.,9 390 000 ₸,"Город
Караганда
Поколение
2018 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC J7 2023 г.,9 290 000 ₸,"Город
Караганда
Поколение
2020 - н.в. 1 поколение
Кузов
лифтбек
Объем двигателя, л
1.5 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC JS6 2023 г.,12 990 000 ₸,"Город
Караганда
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
JAC J7 Luxury 2022 г.,8 790 000 ₸,"Город
Караганда
Поколение
2020 - н.в. 1 поколение
Кузов
лифтбек
Объем двигателя, л
1.5 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Jaguar F-Pace 2017 г.,21 700 000 ₸,"Город
Алматы
Поколение
2016 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Пробег
50 150 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Jaguar F-Type 2020 г.,29 900 000 ₸,"Город
Алматы
Поколение
2019 - н.в. 1 поколение [2-й рестайлинг] (X152)
Кузов
купе
Объем двигателя, л
3 (бензин)
Пробег
11 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Jaguar F-Pace 2021 г.,44 650 000 ₸,"Город
Алматы
Поколение
2016 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Пробег
300 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
красный
Растаможен в Казахстане
Да"
Jaguar XF 2009 г.,5 000 000 ₸,"Город
Алматы
Поколение
2007 - 2011 1 поколение (X250)
Кузов
седан
Объем двигателя, л
3 (бензин)
Пробег
190 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
